A	200
B	100
C	20000
D	2000
E	20000
F	500
G	100
H	10000
I	2000
J	20000
K	5000
L	10000
M	1000
N	1000
O	500
P	2500
Q	5000
R	2000
S	1000
T	300
U	3000
V	500
W	1000
X	500
Y	1000
Z	500
A0	200
A1	100
A2	1000
A3	1
A4	1
A5	1
A6	1
A7	1
Z1	1
Z2	1
Z3	1
A8	400000
A9	750000
B0	10000
B1	10000
B2	10000
B3	6000
B4	6000
B5	10000
B6	10000
Z4	100000
Z5	1
Z6	1
Z7	1
B7	2000
B8	2000
B9	2000
